00:08:39, 21, 101256, 37, 8
00:18:39, 21, 101250, 37, 8
00:28:41, 22, 101284, 37, 8
00:38:42, 21, 101277, 37, 7
00:48:42, 21, 101292, 37, 8
00:58:43, 21, 101270, 37, 10
01:08:44, 21, 101257, 37, 8
01:18:46, 21, 101256, 37, 8
01:28:49, 21, 101260, 37, 9
01:38:50, 21, 101252, 37, 8
01:48:51, 21, 101263, 37, 9
01:58:52, 21, 101251, 37, 9
02:08:52, 21, 101253, 37, 8
02:18:54, 21, 101244, 37, 8
02:28:55, 21, 101247, 37, 7
02:38:55, 21, 101239, 37, 8
02:48:56, 21, 101242, 37, 5
02:58:57, 21, 101231, 37, 8
03:08:58, 21, 101264, 37, 9
03:18:59, 21, 101241, 37, 6
03:29:00, 21, 101246, 37, 9
03:39:02, 21, 101240, 37, 10
03:49:03, 21, 101242, 37, 6
03:59:05, 21, 101259, 37, 9
04:09:07, 21, 101249, 37, 15
04:19:08, 21, 101249, 37, 28
04:29:11, 21, 101259, 37, 55
04:39:12, 20, 101257, 37, 176
04:49:13, 20, 101242, 37, 507
04:59:14, 20, 101252, 38, 997
05:09:15, 20, 101244, 38, 1457
05:19:18, 20, 101244, 38, 2175
05:29:18, 20, 101252, 38, 2709
05:39:19, 20, 101238, 38, 2877
05:49:21, 20, 101249, 38, 3336
05:59:22, 20, 101260, 38, 3547
06:09:23, 20, 101245, 37, 3593
06:19:24, 21, 101241, 37, 3718
06:29:25, 21, 101236, 37, 3692
06:39:25, 21, 101216, 37, 3718
06:49:27, 21, 101235, 37, 3793
06:59:28, 21, 101225, 37, 3800
07:09:29, 21, 101219, 37, 3784
07:19:30, 21, 101223, 37, 3872
07:29:31, 21, 101229, 37, 3843
07:39:33, 21, 101238, 37, 3880
07:49:35, 21, 101261, 37, 3824
07:59:35, 21, 101244, 37, 3840
08:09:36, 22, 101261, 37, 3870
08:19:37, 22, 101263, 37, 3890
08:29:38, 22, 101274, 37, 3858
08:39:39, 22, 101278, 37, 3774
08:49:40, 22, 101267, 37, 3921
08:59:41, 22, 101269, 37, 3840
09:09:42, 22, 101278, 37, 3736
09:19:43, 22, 101287, 37, 3846
09:29:45, 22, 101289, 37, 3785
09:39:45, 22, 101275, 37, 3877
09:49:46, 22, 101266, 37, 3896
09:59:47, 14, 101269, 37, 3917
10:09:48, 22, 101262, 37, 3951
10:19:48, 23, 101269, 36, 3900
10:29:49, 23, 101253, 36, 3968
10:39:51, 23, 101261, 36, 3985
10:49:52, 23, 101252, 36, 3988
10:59:52, 25, 101251, 35, 3981
11:09:53, 25, 101235, 34, 3961
11:19:54, 24, 101253, 34, 3905
11:29:55, 23, 101261, 35, 3680
11:39:55, 23, 101243, 36, 3896
11:49:56, 23, 101257, 36, 3929
11:59:57, 23, 101256, 36, 3913
12:09:58, 23, 101243, 36, 3384
12:19:59, 22, 101233, 37, 3905
12:29:59, 23, 101233, 36, 3944
12:40:01, 22, 101227, 37, 3868
12:50:02, 22, 101227, 37, 3938
13:00:03, 23, 101243, 36, 3983
13:10:04, 23, 101220, 36, 3972
13:20:05, 23, 101223, 36, 3951
13:30:06, 24, 101207, 36, 3982
13:40:06, 24, 101209, 36, 3966
13:50:07, 24, 101209, 35, 3929
14:00:09, 23, 101210, 35, 3867
14:10:11, 23, 101203, 35, 3901
14:20:12, 23, 101229, 35, 3906
14:30:14, 24, 101211, 35, 3961
14:40:15, 24, 101201, 35, 3953
14:50:17, 24, 101191, 35, 3962
15:00:18, 24, 101185, 35, 3934
15:10:19, 23, 101175, 35, 3860
15:20:19, 23, 101175, 35, 3947
15:30:20, 24, 101185, 35, 3934
15:40:21, 24, 101195, 35, 3879
15:50:22, 24, 101196, 35, 3935
16:00:23, 23, 101202, 35, 3931
16:10:24, 24, 101181, 35, 3901
16:20:25, 23, 101183, 35, 3916
16:30:26, 24, 101175, 35, 3935
16:40:27, 24, 101172, 35, 3891
16:50:28, 24, 101161, 35, 3897
17:00:29, 23, 101144, 35, 3909
17:10:29, 24, 101160, 35, 3913
17:20:30, 24, 101137, 35, 3877
17:30:32, 24, 101130, 35, 3895
17:40:33, 23, 101151, 35, 3875
17:50:33, 23, 101136, 35, 3874
18:00:34, 23, 101139, 35, 3859
18:10:35, 23, 101142, 35, 3597
18:20:36, 23, 101123, 35, 3838
18:30:36, 23, 101123, 35, 3789
18:40:37, 23, 101094, 35, 3820
18:50:38, 23, 101104, 35, 3609
19:00:39, 23, 101110, 35, 3365
19:10:40, 23, 101104, 35, 2845
19:20:40, 22, 101108, 36, 3349
19:30:42, 22, 101091, 36, 3140
19:40:43, 22, 101090, 36, 3351
19:50:43, 22, 101087, 37, 3566
20:00:45, 22, 101083, 37, 3371
20:10:46, 22, 101103, 37, 2893
20:20:47, 22, 101100, 37, 3182
20:30:49, 22, 101090, 37, 3104
20:40:50, 22, 101080, 37, 2582
20:50:50, 22, 101111, 37, 1872
21:00:53, 22, 101120, 37, 3057
21:10:53, 22, 101110, 37, 3058
21:20:54, 22, 101104, 37, 2950
21:30:55, 22, 101121, 37, 2605
21:40:56, 22, 101122, 37, 2234
21:50:57, 22, 101118, 37, 1813
22:00:58, 22, 101133, 37, 1258
22:11:00, 22, 101141, 37, 705
22:21:00, 22, 101137, 37, 268
22:31:01, 22, 101150, 37, 118
22:41:02, 22, 101146, 37, 56
22:51:03, 21, 101131, 37, 34
23:01:03, 21, 101160, 37, 32
23:11:04, 20, 101157, 38, 26
23:21:05, 20, 101167, 38, 29
23:31:06, 20, 101163, 38, 26
23:41:07, 20, 101155, 39, 23
23:51:07, 21, 101160, 38, 25
